episode,reward,length,win
2403,403.4000,52,0
2404,738.4000,85,0
2405,675.9000,81,0
2406,371.1000,45,0
2407,611.7000,75,0
2408,596.0000,75,0
2409,70.5000,13,0
2410,996.9000,130,0
2411,139.3000,22,0
2412,97.8000,18,0
2413,745.7000,101,0
2414,890.6000,117,0
2415,720.3000,86,0
2416,254.5000,41,0
2417,1088.5000,229,0
2418,905.5000,117,0
2419,904.0000,124,0
2420,606.0000,77,0
2421,1096.8000,187,0
2422,159.7000,24,0
2423,241.7000,32,0
2424,78.0000,14,0
2425,74.8000,16,0
2426,1074.4000,232,0
2427,292.2000,35,0
2428,277.1000,41,0
2429,866.6000,107,0
2430,129.9000,21,0
2431,102.2000,17,0
2432,1005.3000,880,0
2433,159.6000,23,0
2434,617.4000,71,0
2435,118.8000,18,0
2436,679.0000,77,0
2437,897.8000,123,0
2438,821.2000,90,0
2439,311.2000,41,0
2440,547.2000,60,0
2441,678.8000,74,0
2442,181.6000,27,0
2443,717.9000,89,0
2444,516.8000,57,0
2445,148.8000,23,0
2446,308.8000,137,0
2447,876.8000,151,0
2448,129.0000,19,0
2449,249.1000,33,0
2450,317.4000,46,0
2451,958.3000,130,0
2452,1037.6000,179,0
2453,972.3000,136,0
2454,476.9000,53,0
2455,251.1000,34,0
2456,108.6000,17,0
2457,332.2000,43,0
2458,717.0000,79,0
2459,1000.9000,136,0
2460,128.8000,21,0
2461,889.3000,152,0
2462,609.3000,72,0
2463,118.8000,18,0
2464,199.4000,26,0
2465,150.5000,21,0
2466,1078.9000,155,0
2467,638.2000,76,0
2468,782.6000,90,0
2469,902.5000,107,0
2470,1066.6000,344,0
2471,139.2000,20,0
2472,139.2000,20,0
2473,642.0000,78,0
2474,395.1000,97,0
2475,76.4000,14,0
2476,150.0000,21,0
2477,467.1000,56,0
2478,754.1000,101,0
2479,1103.1000,193,0
2480,360.2000,44,0
2481,109.7000,17,0
2482,793.0000,91,0
2483,874.6000,549,0
2484,1085.7000,203,0
2485,637.2000,74,0
2486,178.7000,26,0
2487,1000.4000,142,0
2488,657.1000,126,0
2489,145.7000,30,0
2490,99.8000,16,0
2491,147.3000,22,0
2492,206.4000,39,0
2493,881.4000,120,0
2494,239.0000,33,0
2495,597.1000,77,0
2496,211.9000,28,0
2497,262.6000,43,0
2498,914.2000,127,0
2499,959.2000,129,0
2500,255.4000,34,0
2501,201.5000,26,0
2502,1040.5000,194,0
2503,384.6000,56,0
2504,331.9000,45,0
2505,983.4000,119,0
2506,137.8000,22,0
2507,445.1000,54,0
2508,1043.7000,133,0
2509,936.7000,178,0
2510,172.2000,32,0
2511,454.8000,55,0
2512,940.6000,125,0
2513,1014.9000,154,0
2514,118.9000,20,0
2515,374.7000,45,0
2516,139.2000,20,0
2517,98.2000,18,0
2518,855.1000,103,0
2519,510.1000,63,0
2520,177.0000,25,0
2521,710.4000,79,0
2522,973.0000,129,0
2523,475.2000,58,0
2524,47.4000,13,0
2525,266.3000,33,0
2526,470.5000,59,0
2527,648.2000,76,0
2528,455.1000,57,0
2529,282.0000,34,0
2530,250.6000,42,0
2531,331.0000,44,0
2532,272.8000,36,0
2533,161.4000,25,0
2534,1062.6000,229,0
2535,599.1000,74,0
2536,232.3000,38,0
2537,816.6000,104,0
2538,89.5000,16,0
2539,716.9000,93,0
2540,129.0000,19,0
2541,733.8000,92,0
2542,546.0000,64,0
2543,618.2000,71,0
2544,73.0000,16,0
2545,1009.5000,150,0
2546,678.7000,83,0
2547,535.2000,63,0
2548,128.7000,21,0
2549,1131.8000,241,0
2550,795.3000,111,0
2551,1060.9000,158,0
2552,816.7000,96,0
2553,98.0000,20,0
2554,239.3000,35,0
2555,603.2000,82,0
2556,985.6000,237,0
2557,880.6000,119,0
2558,157.6000,26,0
2559,280.8000,35,0
2560,444.4000,52,0
2561,237.6000,35,0
2562,264.0000,38,0
2563,1031.5000,202,0
2564,76.2000,16,0
2565,239.8000,30,0
2566,139.7000,22,0
2567,632.6000,79,0
2568,592.8000,81,0
2569,137.8000,22,0
2570,181.4000,24,0
2571,876.2000,109,0
2572,676.5000,84,0
2573,139.2000,20,0
2574,120.4000,25,0
2575,99.8000,16,0
2576,784.1000,93,0
2577,119.9000,18,0
2578,134.9000,23,0
2579,270.4000,37,0
2580,70.2000,20,0
2581,986.9000,133,0
2582,958.1000,120,0
2583,171.9000,30,0
2584,109.7000,17,0
2585,232.8000,32,0
2586,466.1000,54,0
2587,998.9000,190,0
2588,394.6000,120,0
2589,76.7000,16,0
2590,257.2000,34,0
2591,667.2000,79,0
2592,280.2000,34,0
2593,412.7000,54,0
2594,1152.5000,215,0
2595,436.8000,94,0
2596,444.7000,69,0
2597,936.5000,156,0
2598,369.6000,47,0
2599,978.1000,526,0
2600,108.7000,19,0
2601,899.3000,1008,0
2602,394.3000,54,0
2603,358.7000,63,0
2604,343.8000,44,0
2605,390.3000,65,0
2606,69.2000,13,0
2607,136.0000,30,0
2608,585.9000,74,0
2609,331.9000,43,0
2610,170.0000,27,0
2611,262.0000,35,0
2612,138.7000,21,0
2613,1054.4000,240,0
2614,1067.4000,237,0
2615,200.4000,26,0
2616,990.5000,125,0
2617,414.2000,51,0
2618,483.4000,60,0
2619,108.5000,21,0
2620,927.7000,156,0
2621,185.8000,32,0
2622,888.9000,118,0
2623,523.5000,76,0
2624,107.0000,21,0
2625,385.2000,82,0
2626,988.7000,370,0
2627,105.2000,22,0
2628,554.8000,69,0
2629,159.4000,24,0
2630,653.8000,84,0
2631,341.6000,46,0
2632,657.8000,79,0
2633,76.4000,16,0
2634,559.1000,69,0
2635,711.1000,234,0
2636,774.7000,103,0
2637,891.6000,144,0
2638,1071.6000,172,0
2639,120.8000,18,0
2640,354.0000,63,0
2641,1008.2000,144,0
2642,728.2000,102,0
2643,546.0000,64,0
2644,107.0000,19,0
2645,627.5000,73,0
2646,445.8000,50,0
2647,363.6000,48,0
2648,587.3000,79,0
2649,143.4000,26,0
2650,875.9000,106,0
2651,578.3000,78,0
2652,1023.3000,156,0
2653,598.0000,75,0
2654,57.9000,15,0
2655,1081.0000,175,0
2656,1117.5000,662,0
2657,1055.4000,280,0
2658,235.1000,33,0
2659,783.0000,91,0
2660,161.3000,23,0
2661,118.2000,20,0
2662,487.3000,55,0
2663,678.5000,81,0
2664,1098.2000,183,0
2665,587.7000,66,0
2666,1008.7000,141,0
2667,1073.9000,457,0
2668,902.9000,142,0
2669,371.9000,52,0
2670,590.2000,64,0
2671,453.3000,59,0
2672,1080.2000,166,0
2673,333.8000,44,0
2674,998.9000,126,0
2675,764.7000,95,0
2676,1031.9000,227,0
2677,401.6000,101,0
2678,1091.4000,156,0
2679,199.3000,26,0
2680,467.1000,76,0
2681,168.4000,29,0
2682,156.3000,27,0
2683,382.5000,48,0
2684,608.4000,72,0
2685,434.8000,56,0
2686,588.2000,71,0
2687,1132.5000,376,0
2688,312.3000,47,0
2689,1007.5000,133,0
2690,1025.8000,162,0
2691,666.9000,82,0
2692,861.0000,101,0
2693,200.4000,28,0
2694,739.6000,92,0
2695,1072.0000,147,0
2696,489.0000,61,0
2697,1038.4000,156,0
2698,218.6000,34,0
2699,1133.6000,383,0
2700,118.8000,18,0
2701,382.2000,52,0
2702,150.0000,23,0
2703,765.3000,94,0
2704,696.0000,87,0
2705,1055.5000,217,0
2706,1114.5000,227,0
2707,785.4000,99,0
2708,73.7000,16,0
2709,415.0000,49,0
2710,269.3000,35,0
2711,1049.3000,340,0
2712,825.7000,101,0
2713,894.1000,121,0
2714,323.1000,38,0
2715,626.0000,77,0
2716,1050.0000,186,0
2717,1033.1000,134,0
2718,128.8000,21,0
2719,109.5000,19,0
2720,99.8000,16,0
2721,673.2000,87,0
2722,1001.2000,148,0
2723,925.9000,135,0
2724,362.7000,53,0
2725,830.9000,153,0
2726,1071.4000,335,0
2727,1077.9000,330,0
2728,668.1000,80,0
2729,297.2000,52,0
2730,823.4000,109,0
2731,891.7000,101,0
2732,78.3000,14,0
2733,668.7000,78,0
2734,318.2000,42,0
2735,188.8000,27,0
2736,443.3000,58,0
2737,832.6000,95,0
2738,84.8000,15,0
2739,273.2000,41,0
2740,798.8000,99,0
2741,895.4000,113,0
2742,990.9000,125,0
2743,564.6000,76,0
2744,143.3000,31,0
2745,1008.4000,320,0
2746,210.2000,30,0
2747,97.4000,16,0
2748,1007.2000,243,0
2749,754.0000,98,0
2750,728.7000,92,0
2751,178.7000,28,0
2752,903.9000,105,0
2753,666.9000,97,0
2754,268.8000,37,0
2755,1033.5000,176,0
2756,908.8000,110,0
2757,665.7000,75,0
2758,289.3000,37,0
2759,119.9000,18,0
2760,570.1000,73,0
2761,636.8000,73,0
2762,187.5000,29,0
2763,170.9000,23,0
2764,1172.4000,304,0
2765,563.4000,68,0
2766,659.2000,82,0
2767,985.3000,130,0
2768,1057.8000,291,0
2769,66.4000,15,0
2770,77.0000,14,0
2771,1012.9000,412,0
2772,199.8000,28,0
2773,678.5000,81,0
2774,118.8000,18,0
2775,1010.0000,143,0
2776,150.5000,21,0
2777,905.7000,388,0
2778,356.6000,46,0
2779,518.8000,68,0
2780,491.1000,65,0
2781,245.4000,41,0
2782,503.0000,60,0
2783,770.2000,95,0
2784,129.7000,23,0
2785,97.1000,16,0
2786,233.2000,30,0
2787,673.4000,87,0
2788,664.7000,89,0
2789,91.2000,37,0
2790,835.2000,247,0
2791,463.8000,56,0
2792,446.1000,52,0
2793,160.7000,22,0
2794,455.3000,55,0
2795,258.4000,32,0
2796,695.4000,87,0
2797,68.9000,13,0
2798,999.6000,490,0
2799,84.3000,15,0
2800,991.5000,125,0
2801,76.7000,14,0
2802,605.8000,78,0
2803,819.3000,99,0
2804,219.4000,32,0
2805,1007.5000,136,0
2806,1093.5000,216,0
2807,568.1000,68,0
2808,169.5000,25,0
2809,724.1000,98,0
2810,898.1000,112,0
2811,860.9000,111,0
2812,119.9000,18,0
2813,154.7000,26,0
2814,128.8000,21,0
2815,857.3000,101,0
2816,1092.3000,221,0
2817,480.9000,69,0
2818,1015.1000,187,0
2819,995.9000,128,0
2820,1035.3000,460,0
2821,910.5000,124,0
2822,1019.3000,174,0
2823,1092.8000,176,0
2824,175.8000,32,0
2825,911.9000,131,0
2826,635.8000,81,0
2827,338.3000,48,0
2828,575.2000,63,0
2829,170.7000,25,0
2830,415.7000,47,0
2831,-14.9000,7,0
2832,725.6000,90,0
2833,218.4000,33,0
2834,115.9000,31,0
2835,99.8000,16,0
2836,937.4000,133,0
2837,118.2000,20,0
2838,309.2000,39,0
2839,978.2000,136,0
2840,472.6000,59,0
2841,57.9000,12,0
2842,94.0000,20,0
2843,239.6000,38,0
2844,150.3000,23,0
2845,85.7000,17,0
2846,574.4000,67,0
2847,894.1000,129,0
2848,220.6000,30,0
2849,1016.6000,122,0
2850,627.5000,73,0
2851,118.9000,22,0
2852,138.7000,26,0
2853,564.5000,82,0
2854,759.3000,86,0
2855,625.6000,74,0
2856,479.0000,64,0
2857,660.9000,95,0
2858,898.8000,109,0
2859,268.9000,38,0
2860,1075.1000,181,0
2861,204.6000,30,0
2862,211.8000,44,0
2863,555.8000,67,0
2864,1022.2000,128,0
2865,147.0000,29,0
2866,123.1000,23,0
2867,160.0000,25,0
2868,97.4000,18,0
2869,715.6000,93,0
2870,440.3000,60,0
2871,265.5000,42,0
2872,202.9000,33,0
2873,49.3000,13,0
2874,118.1000,21,0
2875,697.3000,85,0
2876,76.8000,16,0
2877,78.3000,14,0
2878,766.1000,1446,0
2879,332.9000,50,0
2880,59.4000,14,0
2881,739.5000,85,0
2882,515.8000,62,0
2883,566.1000,70,0
2884,363.1000,46,0
2885,227.6000,37,0
2886,176.9000,35,0
2887,381.5000,46,0
2888,229.9000,45,0
2889,414.7000,56,0
2890,119.9000,18,0
2891,116.9000,22,0
2892,1049.0000,193,0
2893,808.8000,98,0
2894,156.9000,32,0
2895,78.1000,19,0
2896,201.7000,41,0
2897,525.1000,66,0
2898,217.7000,32,0
2899,673.1000,88,0
2900,539.4000,78,0
2901,84.8000,15,0
2902,674.7000,90,0
2903,1054.4000,249,0
2904,796.9000,103,0
2905,792.2000,111,0
2906,857.4000,126,0
2907,440.0000,56,0
2908,641.3000,90,0
2909,852.3000,112,0
2910,1137.9000,467,0
2911,139.5000,23,0
2912,147.1000,24,0
2913,988.3000,149,0
2914,240.0000,32,0
2915,1027.0000,143,0
2916,84.0000,15,0
2917,1010.5000,128,0
2918,229.4000,52,0
2919,273.7000,35,0
2920,939.1000,226,0
2921,137.8000,22,0
2922,1147.0000,215,0
2923,232.3000,34,0
2924,317.3000,49,0
2925,757.9000,91,0
2926,70.7000,20,0
2927,198.1000,36,0
2928,826.2000,93,0
2929,200.5000,32,0
2930,92.8000,17,0
2931,239.5000,31,0
2932,1106.5000,189,0
2933,119.9000,18,0
2934,657.8000,86,0
2935,1076.8000,184,0
2936,119.9000,18,0
2937,211.7000,27,0
2938,76.4000,14,0
2939,1079.0000,275,0
2940,151.4000,31,0
2941,845.4000,101,0
2942,1035.5000,210,0
2943,1050.8000,139,0
2944,342.1000,46,0
2945,964.1000,165,0
2946,674.4000,80,0
2947,354.3000,42,0
2948,473.7000,55,0
2949,420.5000,50,0
2950,75.4000,16,0
2951,830.1000,97,0
2952,1071.9000,382,0
2953,312.3000,50,0
2954,833.5000,92,0
2955,420.6000,56,0
2956,262.9000,35,0
2957,263.3000,33,0
2958,990.8000,136,0
2959,869.1000,107,0
2960,60.2000,12,0
2961,147.1000,24,0
2962,912.8000,126,0
2963,97.3000,18,0
2964,880.8000,115,0
2965,396.2000,52,0
2966,1008.8000,208,0
2967,262.3000,40,0
2968,705.6000,87,0
2969,614.0000,85,0
2970,737.3000,84,0
2971,1035.2000,160,0
2972,403.8000,59,0
2973,1150.5000,287,0
2974,609.5000,70,0
2975,57.1000,19,0
2976,326.9000,43,0
2977,698.2000,81,0
2978,764.1000,85,0
2979,849.3000,344,0
2980,883.5000,100,0
2981,1052.9000,192,0
2982,176.8000,29,0
2983,875.1000,109,0
2984,58.5000,15,0
2985,493.7000,61,0
2986,124.7000,19,0
2987,1046.9000,167,0
2988,604.7000,77,0
2989,759.0000,86,0
2990,242.2000,34,0
2991,909.5000,114,0
2992,701.3000,82,0
2993,658.1000,72,0
2994,447.0000,52,0
2995,914.4000,108,0
2996,57.6000,12,0
2997,190.3000,27,0
2998,229.9000,31,0
2999,255.3000,38,0
3000,979.0000,148,0
